HOG	OG	Gene Tree Parent Clade	53503-Pc.singCopy	uniProt.taxonomy_id_500485
N0.HOG0000083	OG0000063	n1	53503-Pc.00g038050.m01.polypeptide.OG0002291	Pc20g04730
N0.HOG0000084	OG0000063	n5	53503-Pc.00g015700.m01.polypeptide.OG0003362	Pc22g20580
N0.HOG0000085	OG0000063	n6	53503-Pc.00g073020.m01.polypeptide.OG0005607	Pc22g06560
N0.HOG0000086	OG0000063	n7	53503-Pc.00g023230.m01.polypeptide.OG0003500	Pc22g06710, Pc12g06790, Pc22g20570, Pc21g12350, Pc22g03710, Pc22g11870
N0.HOG0000087	OG0000064	n1	53503-Pc.00g021530.m01.polypeptide.OG0005144	Pc22g01670
N0.HOG0000088	OG0000064	n2	53503-Pc.00g094230.m01.polypeptide.OG0003786	Pc16g08550, Pc20g09470, Pc12g09860, Pc20g10270, Pc12g05720, Pc20g00540, Pc13g12890, Pc06g01230, Pc13g07760, Pc13g11680, Pc22g03870
N0.HOG0000089	OG0000065	n0	53503-Pc.00g008180.m01.polypeptide.OG0004146	Pc22g22800, Pc13g14940, Pc21g03960, Pc18g00360, Pc13g08570, Pc20g09360, Pc24g00570, Pc21g12600, Pc12g06300, Pc21g03920, Pc22g19860, Pc20g06860, Pc22g23280
N0.HOG0000090	OG0000066	n0	53503-Pc.00g088720.m01.polypeptide.OG0005917	Pc13g15280, Pc12g02370, Pc22g08730, Pc20g14080, Pc22g18510, Pc22g17450, Pc20g07110, Pc20g13450, Pc13g08650, Pc16g13500, Pc12g12760, Pc18g06020, Pc12g06150
N0.HOG0000091	OG0000067	n0		Pc21g18890, Pc06g01740, Pc20g07370, Pc22g04580, Pc22g04590, Pc20g15510, Pc22g02170, Pc12g14500, Pc13g04550, Pc22g15370, Pc22g07030, Pc16g13970, Pc12g11430, Pc21g22670
N0.HOG0000092	OG0000068	n0		Pc19g00780, Pc24g00920, Pc22g26750, Pc09g00150, Pc24g02280, Pc24g00300, Pc24g00090, Pc22g27160, Pc21g00160, Pc22g27130, Pc19g00280, Pc07g00140, Pc22g26520, Pc04g00120
N0.HOG0000093	OG0000069	n0		Pc12g04920, Pc04g00090, Pc19g00320, Pc06g02310, Pc12g03730, Pc22g25170, Pc24g01060, Pc19g00640, Pc22g26780, Pc20g14930, Pc13g00250, Pc14g02120, Pc23g00660, Pc12g03980
N0.HOG0000094	OG0000070	n0		Pc16g13920, Pc14g00090, Pc12g06160, Pc15g01090, Pc20g06850, Pc13g09840, Pc12g07660, Pc16g13030, Pc21g15040, Pc16g10270, Pc12g14200, Pc16g03780, Pc20g05830, Pc06g00280
N0.HOG0000095	OG0000071	n0		Pc18g01910, Pc18g01920, Pc20g15020, Pc20g04680, Pc21g16550, Pc16g00550, Pc12g09390, Pc15g00460, Pc21g18760, Pc12g13520, Pc16g00580, Pc21g22720, Pc21g08130, Pc13g14790
N0.HOG0000096	OG0000072	n0		Pc17g00400, Pc17g01110, Pc22g26160, Pc24g01220, Pc23g00920, Pc17g00250, Pc24g02560, Pc23g00760, Pc24g01280, Pc24g01300, Pc24g02190, Pc19g00610, Pc24g02690, Pc19g00020
N0.HOG0000097	OG0000073	n0	53503-Pc.00g064570.m01.polypeptide.OG0002393	Pc21g14230, Pc12g00200, Pc16g06360, Pc18g06290, Pc16g11690, Pc20g12840, Pc21g12880, Pc22g06210, Pc16g00190, Pc14g01090, Pc06g00300, Pc13g04520
N0.HOG0000098	OG0000074	n1	53503-Pc.00g018200.m01.polypeptide.OG0003766	Pc16g11760
N0.HOG0000099	OG0000074	n2	53503-Pc.00g034490.m01.polypeptide.OG0005485	Pc16g11770, Pc15g01200, Pc22g11880, Pc12g09750, Pc16g11780, Pc21g09420, Pc20g13100, Pc20g13110, Pc16g00100, Pc20g07360
N0.HOG0000100	OG0000075	n1	53503-Pc.00g058060.m01.polypeptide.OG0005025	Pc16g00920
N0.HOG0000101	OG0000075	n2	53503-Pc.00g062790.m01.polypeptide.OG0006254	Pc16g03910, Pc21g09210, Pc22g02380, Pc22g16930, Pc22g20360, Pc20g13940, Pc22g23420, Pc12g12370, Pc13g04290, Pc22g08990
N0.HOG0000102	OG0000076	n0	53503-Pc.00g004580.m01.polypeptide.OG0005887	Pc13g08630, Pc13g09110, Pc24g00980, Pc12g03220, Pc22g08120, Pc16g11000, Pc18g01410, Pc22g04640, Pc21g09830, Pc21g10190, Pc16g03110, Pc16g08170
N0.HOG0000103	OG0000077	n0	53503-Pc.00g021440.m01.polypeptide.OG0006238	Pc22g01790, Pc12g16390, Pc21g20160, Pc18g04170, Pc12g04490, Pc22g20390, Pc16g03870, Pc12g11510, Pc20g01220, PCH_Pc22g00470, Pc18g02530, PCH_Pc21g13720
N0.HOG0000104	OG0000078	n0		Pc21g00340, Pc22g26680, Pc17g01050, Pc23g00010, Pc14g02390, Pc13g00070, Pc22g26670, Pc17g01040, Pc09g00250, Pc27g00010, Pc43g00010, Pc42g00010, Pc24g03120
N0.HOG0000105	OG0000079	n0		Pc17g00020, Pc09g00190, Pc24g00970, Pc14g02350, Pc15g01470, Pc06g02010, Pc06g02240, Pc06g02230, Pc13g00830, Pc13g00970, Pc19g00710, Pc24g02370, Pc04g00050
N0.HOG0000106	OG0000080	n0		Pc13g01610, PCH_Pc22g24480, Pc22g16530, Pc16g08600, Pc16g12070, Pc32g00010, Pc09g00010, Pc12g09830, Pc06g01310, Pc12g03890, Pc23g00700, Pc16g08570, Pc16g15310
N0.HOG0000107	OG0000081	n0		Pc21g20810, Pc16g06170, Pc13g13370, Pc20g00580, Pc12g09200, Pc21g07580, Pc13g13630, Pc12g10990, Pc21g21580, Pc21g08360, Pc21g22920, Pc14g01360, Pc15g00390
N0.HOG0000108	OG0000082	n0		Pc21g04810, Pc16g06260, Pc22g06480, Pc16g05760, Pc18g03750, Pc18g03200, Pc16g14200, Pc13g12720, Pc22g07800, Pc16g05840, Pc15g01040, Pc22g14560, Pc21g02120
N0.HOG0000109	OG0000083	n0		Pc24g01190, Pc24g01810, Pc16g15080, Pc22g26460, Pc23g00230, Pc24g01800, Pc24g02440, Pc17g01160, Pc24g02810, Pc24g02430, Pc23g00220, Pc22g26470, Pc24g02340
N0.HOG0000110	OG0000084	n0	53503-Pc.00g003280.m01.polypeptide.OG0001787	Pc13g10660, Pc12g09740, Pc16g11790, Pc13g09740, Pc21g09780, Pc22g23700, Pc22g15350, Pc20g15150, Pc13g01380, Pc22g23350, Pc22g00060
N0.HOG0000111	OG0000085	n1	53503-Pc.00g023260.m01.polypeptide.OG0003921	Pc16g08210
N0.HOG0000112	OG0000085	n3	53503-Pc.00g048830.m01.polypeptide.OG0006140	Pc21g10420
N0.HOG0000113	OG0000085	n5	53503-Pc.00g068270.m01.polypeptide.OG0003651	Pc13g05230
N0.HOG0000114	OG0000085	n8	53503-Pc.00g086460.m01.polypeptide.OG0004082	Pc16g02360
N0.HOG0000115	OG0000085	n9	53503-Pc.00g046010.m01.polypeptide.OG0002584	Pc13g06710, Pc16g10890
N0.HOG0000116	OG0000086	n0	53503-Pc.00g044710.m01.polypeptide.OG0003262	Pc12g14280, Pc12g13290, Pc22g18190, Pc21g12160, Pc21g17810, Pc22g11470, Pc22g00300, Pc22g18220, Pc22g24130, Pc22g19270, Pc18g01590
N0.HOG0000117	OG0000087	n0	53503-Pc.00g073710.m01.polypeptide.OG0004930	Pc22g20340, Pc12g04240, Pc16g05650, Pc21g12220, Pc16g06340, Pc21g01220, Pc21g22660, Pc16g09600, Pc21g14500, Pc20g15580, Pc12g05170
N0.HOG0000118	OG0000088	n0		Pc21g08700, Pc12g13150, Pc21g12960, Pc16g00440, Pc16g11990, Pc16g13700, Pc20g10140, Pc18g02860, Pc21g12540, Pc21g12320, Pc17g00280, Pc22g08530
N0.HOG0000119	OG0000089	n0		Pc22g12930, Pc22g12890, Pc20g06880, Pc23g00900, Pc21g13690, Pc18g02210, Pc13g05420, Pc13g06050, Pc21g02490, Pc16g00530, Pc18g01330, Pc20g10690
N0.HOG0000120	OG0000090	n0		Pc24g01040, Pc09g00260, Pc24g00230, Pc24g03130, Pc21g00320, Pc22g26660, Pc17g01030, Pc07g00010, Pc22g26010, Pc13g00150, Pc01g00050, Pc22g25870
N0.HOG0000121	OG0000091	n0		Pc22g16640, Pc22g23360, Pc12g15860, Pc22g01630, Pc22g12710, Pc13g08450, Pc06g01550, Pc03g00260, Pc16g07620, Pc06g00570, Pc22g17210, Pc20g04200
N0.HOG0000122	OG0000092	n0		Pc16g14830, Pc06g02450, Pc21g00510, Pc23g00830, Pc21g00070, Pc14g02150, Pc13g00940, Pc13g00270, Pc24g02330, Pc44g00010, Pc41g00010, Pc22g26110
N0.HOG0000123	OG0000093	n0		Pc24g02260, Pc24g03140, Pc09g00270, Pc07g00020, Pc21g00310, Pc22g26650, Pc24g01030, Pc17g01020, Pc13g00170, Pc17g00210, Pc24g01260, Pc16g14960
N0.HOG0000124	OG0000094	n0		Pc17g01060, Pc23g00020, Pc24g00250, Pc24g03110, Pc09g00230, Pc24g01010, Pc21g00350, Pc14g02380, Pc13g00060, Pc12g04060, Pc08g00040, Pc18g06700
N0.HOG0000125	OG0000095	n0		Pc17g00030, Pc09g00180, Pc21g00400, Pc22g26720, Pc23g00070, Pc14g02340, Pc12g13790, Pc16g03130, Pc20g01460, Pc12g13830, Pc21g07710, Pc22g04490
N0.HOG0000126	OG0000096	n0		Pc22g08240, Pc21g08110, Pc20g05700, Pc12g13460, Pc16g10830, Pc13g03400, Pc22g19590, Pc12g16460, Pc20g15170, Pc16g13820, Pc16g06350, Pc13g14980
N0.HOG0000127	OG0000097	n0	53503-Pc.00g005220.m01.polypeptide.OG0001733	Pc12g16130, Pc22g01720, Pc22g04740, Pc06g02040, Pc21g14950, Pc22g20780, Pc21g10050, Pc13g08670, Pc13g13050, Pc20g10650
N0.HOG0000128	OG0000098	n1	53503-Pc.00g065000.m01.polypeptide.OG0001819	Pc13g10080
N0.HOG0000129	OG0000098	n6	53503-Pc.00g062800.m01.polypeptide.OG0006253	Pc22g09010
N0.HOG0000130	OG0000098	n7	53503-Pc.00g025070.m01.polypeptide.OG0004338	Pc20g07530
N0.HOG0000131	OG0000098	n8	53503-Pc.00g089460.m01.polypeptide.OG0001991	Pc14g01930
N0.HOG0000132	OG0000098	n9	53503-Pc.00g014020.m01.polypeptide.OG0005512	Pc20g03060
N0.HOG0000133	OG0000099	n1	53503-Pc.00g056750.m01.polypeptide.OG0002269	Pc20g06040
N0.HOG0000134	OG0000099	n4	53503-Pc.00g093810.m01.polypeptide.OG0004846	Pc13g05760
N0.HOG0000135	OG0000099	n6	53503-Pc.00g084490.m01.polypeptide.OG0001955	Pc13g02690
N0.HOG0000136	OG0000099	n7	53503-Pc.00g018440.m01.polypeptide.OG0001839	Pex6, Pc22g14740, Pc13g09660
N0.HOG0000137	OG0000100	n0	53503-Pc.00g038830.m01.polypeptide.OG0003709	Pc22g13320, Pc22g19240, Pc21g14130, Pc14g00320, Pc20g13950, Pc18g04990, Pc20g11290, Pc16g14640, Pc22g25500, Pc22g24180
N0.HOG0000138	OG0000101	n0	53503-Pc.00g046250.m01.polypeptide.OG0004968	Pc22g13790, Pc16g11270, Pc16g06920, Pc21g19600, Pc22g19340, Pc21g18040, Pc12g03510, Pc20g02160, Pc20g09630, Pc21g09740
N0.HOG0000139	OG0000102	n0	53503-Pc.00g030160.m01.polypeptide.OG0005907	Pc12g06930, Pc21g06300, Pc20g02400, Pc18g01930, Pc21g11670, Pc22g07320, Pc16g10390, Pc21g21650, Pc13g07960, Pc22g24990
N0.HOG0000140	OG0000103	n0		Pc21g08020, Pc16g14670, Pc22g08410, Pc13g00880, Pc21g16980, Pc21g06540, Pc12g01160, Pc22g08420, Pc15g01510, Pc15g01310, Pc13g00870
N0.HOG0000141	OG0000104	n0		Pc22g07520, Pc16g08330, Pc22g15690, Pc20g06670, Pc20g14090, Pc21g05770, Pc21g22470, Pc20g05940, Pc22g08110, Pc22g08150, Pc16g00400
N0.HOG0000142	OG0000105	n0		Pc12g15660, Pc06g02120, Pc12g15460, Pc12g10740, Pc22g04120, Pc20g00950, Pc22g01940, Pc12g01780, Pc20g04430, Pc22g01860, Pc12g00400
N0.HOG0000143	OG0000106	n0		Pc21g00380, Pc22g26700, Pc17g01070, Pc09g00210, Pc24g00990, Pc19g00190, Pc23g00040, Pc14g02370, Pc13g11800, Pc24g00270, Pc13g00470
N0.HOG0000144	OG0000107	n0	53503-Pc.00g087070.m01.polypeptide.OG0002259	Pc20g05900, Pc22g17120, Pc16g04620, Pc18g01480, Pc21g12360, Pc21g23810, Pc20g03760, Pc23g00600, Pc12g05450
N0.HOG0000145	OG0000108	n0	53503-Pc.00g051030.m01.polypeptide.OG0002456	Pc21g12640, Pc21g11250, Pc18g02700, Pc16g14660, Pc19g00550, Pc21g05320, Pc06g01000, Pc16g00220, Pc22g24760
N0.HOG0000146	OG0000109	n0	53503-Pc.00g000380.m01.polypeptide.OG0002499	Pc21g08770, Pc20g01060, Pc21g08560, Pc13g05370, Pc21g16650, Pc20g05300, Pc18g04690, Pc22g16500, Pc20g14470
N0.HOG0000147	OG0000110	n1	53503-Pc.00g043580.m01.polypeptide.OG0002813	Pc22g21900
N0.HOG0000148	OG0000110	n2	53503-Pc.00g032870.m01.polypeptide.OG0005043	Pc13g03500, Pc13g02270, Pc12g10690, Pc22g07400, Pc22g17680, Pc20g02520, Pc14g01270
N0.HOG0000149	OG0000111	n1	53503-Pc.00g090020.m01.polypeptide.OG0006018	Pc21g02760
N0.HOG0000150	OG0000111	n5	53503-Pc.00g087180.m01.polypeptide.OG0006063	Pc22g09350
N0.HOG0000151	OG0000111	n6	53503-Pc.00g044840.m01.polypeptide.OG0003250	Pc12g14430
N0.HOG0000152	OG0000111	n7	53503-Pc.00g050320.m01.polypeptide.OG0006243	Pc21g20260, Pc16g08900
N0.HOG0000153	OG0000112	n1	53503-Pc.00g006710.m01.polypeptide.OG0003870	Pc21g06210
N0.HOG0000154	OG0000112	n3		Pc21g17900, Pc21g18670, Pc16g09820, Pc18g06430
N0.HOG0000155	OG0000112	n7	53503-Pc.00g004380.m01.polypeptide.OG0004575	Pc21g20690
N0.HOG0000156	OG0000112	n8	53503-Pc.00g012260.m01.polypeptide.OG0003293	Pc21g07140
N0.HOG0000157	OG0000113	n0	53503-Pc.00g026880.m01.polypeptide.OG0003474	Pc21g07730, Pc12g13720, Pc22g05480, Pc13g09880, Pc15g01820, Pc18g05950, Pc13g06920, PCH_Pc21g21380, Pc21g01040
N0.HOG0000158	OG0000114	n0	53503-Pc.00g002250.m01.polypeptide.OG0003819	Pc12g00650, Pc12g05790, Pc12g13100, Pc16g04320, Pc14g00730, Pc12g02210, Pc16g09590, Pc20g03260, Pc22g13630
N0.HOG0000159	OG0000115	n0	53503-Pc.00g024630.m01.polypeptide.OG0004544	Pc22g15780, Pc21g17060, Pc13g08080, Pc18g03610, Pc18g01890, Pc21g10850, Pc16g04670, Pc21g12370, Pc21g08520
N0.HOG0000160	OG0000116	n0	53503-Pc.00g036070.m01.polypeptide.OG0006230	Pc12g14360, Pc19g00140, Pc21g01370, Pc20g06250, Pc21g04930, Pc18g06330, Pc20g08480, Pc24g00740, Pc22g02020
N0.HOG0000161	OG0000117	n0		Pc17g00010, Pc20g12880, Pc24g00280, Pc03g00070, Pc19g00200, Pc21g20790, Pc21g16530, Pc23g00050, Pc09g00200, Pc22g26710
N0.HOG0000162	OG0000118	n0		Pc04g00170, Pc22g26580, Pc21g00210, Pc07g00090, Pc09g00340, Pc24g03210, Pc16g15160, Pc24g00160, Pc17g00960, Pc13g00370
N0.HOG0000163	OG0000119	n0		Pc20g11080, Pc22g06230, Pc22g20920, Pc21g22520, Pc22g15230, Pc20g05960, Pc16g05250, Pc06g01890, Pc21g07310, Pc22g24310
N0.HOG0000164	OG0000120	n0		Pc22g06290, Pc06g01970, Pc17g00300, Pc15g01630, Pc16g15520, Pc20g01600, Pc12g11420, Pc22g19580, Pc12g16570, Pc13g01150
N0.HOG0000165	OG0000121	n0		Pc20g10710, Pc13g01390, Pc21g19940, Pc12g02700, Pc12g14990, Pc12g02690, Pc12g10710, Pc22g09260, Pc22g00270, Pc20g12130
N0.HOG0000166	OG0000122	n0		Pc12g00450, Pc12g07710, Pc12g06950, Pc16g10580, Pc16g11630, Pc22g19300, Pc12g02000, Pc21g04800, Pc21g08930, Pc22g06260
N0.HOG0000167	OG0000123	n0		Pc21g23320, Pc21g22220, Pc18g04240, Pc22g07460, Pc12g00930, Pc16g07120, Pc12g06230, Pc12g02520, Pc12g08740, Pc12g10060
N0.HOG0000168	OG0000124	n0		Pc20g07150, Pc21g08710, Pc21g00920, Pc15g01120, Pc12g08940, Pc21g17760, Pc20g09530, Pc13g06530, Pc22g16910, Pc22g20680
N0.HOG0000169	OG0000125	n0	53503-Pc.00g030310.m01.polypeptide.OG0002546	Pc22g25160, Pc13g00130, Pc13g09520, Pc14g01550, Pc20g02250, Pc15g00240, Pc22g13860, Pc21g00680
N0.HOG0000170	OG0000126	n1	53503-Pc.00g031690.m01.polypeptide.OG0002561	Pc16g10320
N0.HOG0000171	OG0000126	n2	53503-Pc.00g019630.m01.polypeptide.OG0004676	Pc21g01690, Pc13g06180, Pc20g08470, Pc22g12020, Pc13g06330, Pc12g08340
N0.HOG0000172	OG0000127	n1	53503-Pc.00g077240.m01.polypeptide.OG0002645	Pc13g12330
N0.HOG0000173	OG0000127	n2	53503-Pc.00g026120.m01.polypeptide.OG0004914	Pc16g11570, Pc13g13030, Pc20g14980, Pc13g10110, Pc12g01880, Pc21g17110
N0.HOG0000174	OG0000128	n1	53503-Pc.00g019330.m01.polypeptide.OG0002988	PCH_Pc20g10350
N0.HOG0000175	OG0000128	n2	53503-Pc.00g049000.m01.polypeptide.OG0004292	Pc22g00130, Pc21g12190, Pc22g00220, Pc22g19290, Pc21g18900, Pc18g00500
N0.HOG0000176	OG0000129	n0	53503-Pc.00g046100.m01.polypeptide.OG0003335	Pc22g13600, Pc15g00530, Pc20g07320, Pc18g05800, Pc22g10000, Pc12g09320, Pc12g13210, Pc13g09730
N0.HOG0000177	OG0000130	n0		Pc21g22270, Pc22g09840, Pc12g06340, Pc21g16330, Pc18g04730, Pc21g15450, Pc20g15490, Pc16g00090, Pc22g22820
N0.HOG0000178	OG0000131	n0		Pc24g02600, Pc22g26080, Pc24g00840, Pc24g01490, Pc24g01720, Pc04g00010, Pc06g00470, Pc17g00170, Pc23g00400
N0.HOG0000179	OG0000132	n0		Pc15g01490, Pc13g00850, Pc06g02330, Pc06g02350, Pc06g02280, Pc15g01540, Pc21g10640, Pc18g01040, Pc14g02250
N0.HOG0000180	OG0000133	n0		Pc16g05920, Pc14g00230, Pc16g00130, Pc22g20490, Pc21g20670, Pc22g22860, Pc16g14450, Pc22g25200, Pc06g00290
N0.HOG0000181	OG0000134	n0		Pc22g26630, Pc09g00300, Pc21g00280, Pc24g00190, Pc21g00450, Pc07g00050, Pc24g03170, Pc17g01000, Pc21g00250
N0.HOG0000182	OG0000135	n0		Pc13g13760, Pc18g00110, Pc20g01030, Pc16g10050, Pc22g25850, Pc21g18480, Pc12g11220, Pc22g19530, Pc21g07590
N0.HOG0000183	OG0000136	n0		Pc20g15760, Pc12g02990, Pc18g04600, Pc22g06770, Pc12g11300, Pc18g05060, Pc20g05420, Pc13g00860, Pc15g01320
N0.HOG0000184	OG0000137	n0		Pc22g22680, Pc12g15000, Pc22g03040, Pc22g14020, Pc20g06900, Pc13g01480, Pc12g13710, Pc13g01410, Pc22g15500
N0.HOG0000185	OG0000138	n0		Pc20g14130, Pc13g08340, Pc13g02040, Pc20g15250, Pc22g20320, Pc21g07750, Pc12g04260, Pc22g14810, Pc16g08230
N0.HOG0000186	OG0000139	n0		Pc12g07150, Pc12g11770, Pc21g06520, Pc13g03020, Pc20g12370, Pc40g00010, Pc18g02560, Pc18g02750, Pc18g02800
N0.HOG0000187	OG0000140	n0		Pc12g13190, Pc16g09910, Pc22g01170, Pc16g09900, Pc18g03140, Pc16g00840, Pc12g12810, Pc18g06010, Pc12g06140
N0.HOG0000188	OG0000141	n0		Pc18g04230, Pc13g12420, Pc22g04290, Pc21g23310, Pc12g02510, Pc16g00600, Pc20g09540, Pc22g08270, Pc18g02980
N0.HOG0000189	OG0000142	n0		Pc16g15130, Pc24g00130, Pc24g03240, Pc21g00190, Pc22g26550, Pc22g27090, Pc13g00450, Pc21g22030, Pc22g26910
N0.HOG0000190	OG0000143	n0		Pc20g00830, Pc16g04090, Pc16g03830, Pc21g13900, Pc16g14190, Pc16g04330, Pc21g21430, Pc22g13350, Pc22g09160
N0.HOG0000191	OG0000144	n0		Pc22g12480, Pc20g06280, Pc24g01540, Pc20g10560, Pc21g06010, Pc22g09510, Pc16g07920, Pc17g01230, Pc19g00730
N0.HOG0000192	OG0000145	n0		Pc28g00010, Pc24g00310, Pc17g01100, Pc24g02850, Pc24g01250, Pc17g00230, Pc21g00150, Pc19g00010, Pc16g15100
N0.HOG0000193	OG0000146	n0	53503-Pc.00g065050.m01.polypeptide.OG0001823	Pc20g05010, Pc13g12440, Pc19g00460, Pc22g09670, Pc21g05290, Pc19g00500, Pc13g10010
N0.HOG0000194	OG0000147	n1	53503-Pc.00g092930.m01.polypeptide.OG0003600	Pc13g11880
N0.HOG0000195	OG0000147	n2	53503-Pc.00g081410.m01.polypeptide.OG0002667	Pc22g14980, Pc12g00070, Pc16g14970, Pc22g21650, Pc13g13470
N0.HOG0000196	OG0000148	n0	53503-Pc.00g062610.m01.polypeptide.OG0002806	Pc21g07250, Pc22g01260, Pc21g19820, Pc13g05590, Pc21g11550, Pc12g05140, Pc22g22060
N0.HOG0000197	OG0000149	n0	53503-Pc.00g026660.m01.polypeptide.OG0002936	Pc22g05320, Pc21g05050, Pc15g01100, Pc16g09070, Pc21g03950, Pc23g00730, Pc14g00920
N0.HOG0000198	OG0000150	n0	53503-Pc.00g080890.m01.polypeptide.OG0003406	Pc12g12910, Pc20g04270, Pc06g00650, Pc12g02040, Pc12g10800, Pc20g15730, Pc13g15920
N0.HOG0000199	OG0000151	n1	53503-Pc.00g004400.m01.polypeptide.OG0004576	Pc21g20710
N0.HOG0000200	OG0000151	n2	53503-Pc.00g040840.m01.polypeptide.OG0003723	Pc06g01180, Pc12g08530, Pc21g19000, Pc21g09440, Pc16g07560
N0.HOG0000201	OG0000152	n0	53503-Pc.00g083070.m01.polypeptide.OG0004168	Pc12g04430, Pc12g09880, Pc20g11140, Pc20g03630, Pc16g07590, Pc21g00910, Pc13g06300
N0.HOG0000202	OG0000153	n0	53503-Pc.00g085200.m01.polypeptide.OG0004932	Pc16g12980, Pc20g10430, Pc12g02310, Pc12g02680, Pc12g10550, Pc21g22080, Pc22g04940
N0.HOG0000203	OG0000154	n0	53503-Pc.00g014380.m01.polypeptide.OG0005495	Pc20g03480, Pc22g22590, Pc16g07760, Pc22g07600, Pc18g00770, Pc22g01710, Pc16g00340
N0.HOG0000204	OG0000155	n0	53503-Pc.00g072680.m01.polypeptide.OG0005592	Pc21g13580, Pc16g00660, Pc18g02890, Pc22g24720, Pc12g08370, Pc23g00620, Pc16g04530
N0.HOG0000205	OG0000156	n0	53503-Pc.00g031950.m01.polypeptide.OG0006429	Pc12g11490, Pc12g01090, Pc20g04320, Pc12g01080, Pc21g23210, Pc20g12380, Pc13g13650
N0.HOG0000206	OG0000157	n0		Pc22g21240, Pc16g07060, Pc16g11860, Pc13g06280, Pc20g06360, Pc45g00010, Pc13g14950, Pc03g00060
N0.HOG0000207	OG0000158	n0		Pc13g00200, Pc16g09490, Pc20g15600, Pc12g03920, Pc20g04690, Pc16g13560, Pc16g12890, Pc13g00640
N0.HOG0000208	OG0000159	n0		Pc16g12210, Pc03g00180, Pc22g27140, Pc13g01120, Pc22g15820, Pc20g07040, Pc22g00810, Pc22g26210
N0.HOG0000209	OG0000160	n0		Pc21g00230, Pc17g00980, Pc04g00190, Pc16g15180, Pc22g26600, Pc07g00070, Pc24g00180, Pc24g03190
N0.HOG0000210	OG0000161	n0		Pc21g18370, Pc21g20660, Pc21g05610, Pc22g24910, Pc21g01210, Pc20g03900, Pc06g01490, Pc21g12830
N0.HOG0000211	OG0000162	n0		Pc16g15210, Pc17g01010, Pc24g00210, Pc24g03150, Pc13g00260, Pc07g00030, Pc09g00280, Pc21g00300
N0.HOG0000212	OG0000163	n0		Pc24g03160, Pc21g00290, Pc09g00290, Pc24g00200, Pc22g26640, Pc07g00040, Pc35g00010, Pc21g00260
N0.HOG0000213	OG0000164	n0		Pc07g00060, Pc22g26610, Pc22g26620, Pc17g00990, Pc12g05580, Pc21g00240, Pc16g15190, Pc24g03180
N0.HOG0000214	OG0000165	n0		Pc23g00210, Pc16g15510, Pc24g01820, Pc24g00720, Pc16g15250, Pc14g02180, Pc09g00110, Pc24g01180
N0.HOG0000215	OG0000166	n0		Pc12g12990, Pc13g14030, Pc13g10870, Pc20g07010, Pc14g01340, Pc21g06680, Pc21g14620, Pc16g00680
N0.HOG0000216	OG0000167	n0		Pc14g01050, Pc20g14920, Pc22g17130, Pc21g20040, Pc22g20700, Pc12g13480, Pc21g21350, Pc16g07600
N0.HOG0000217	OG0000168	n0		Pc21g09250, Pc22g03370, Pc16g08770, Pc21g22250, Pc21g20510, Pc13g13150, Pc20g06620, Pc16g00350
N0.HOG0000218	OG0000169	n0		Pc24g00520, Pc24g02450, Pc22g26340, Pc24g01870, Pc24g03090, Pc21g00360, Pc24g01790, Pc13g00040
N0.HOG0000219	OG0000170	n0		Pc16g15260, Pc14g02160, Pc24g02320, Pc22g26120, Pc24g01240, Pc16g14840, Pc24g00730, Pc23g00820
N0.HOG0000220	OG0000171	n0	53503-Pc.00g005090.m01.polypeptide.OG0001743	Pc12g15990, Pc12g12120, Pc12g01300, Pc16g00910, Pc13g08840, Pc16g05100
N0.HOG0000221	OG0000172	n0	53503-Pc.00g035360.m01.polypeptide.OG0001907	Pc22g24570, Pc22g09600, Pc22g01180, Pc12g03540, Pc03g00170, Pc18g05520
N0.HOG0000222	OG0000173	n0	53503-Pc.00g049550.m01.polypeptide.OG0001925	Pc22g23460, Pc13g06000, Pc22g23040, Pc21g08040, Pc21g13060, Pc18g02150
N0.HOG0000223	OG0000174	n0	53503-Pc.00g084400.m01.polypeptide.OG0001962	Pc22g13680, Pc16g14880, Pc21g07860, Pc22g24630, Pc20g15630, Pc13g02780
N0.HOG0000224	OG0000175	n1	53503-Pc.00g087040.m01.polypeptide.OG0002258	Pc20g05860
N0.HOG0000225	OG0000175	n4	53503-Pc.00g092830.m01.polypeptide.OG0003095	Pc16g12920
N0.HOG0000226	OG0000175	n5	53503-Pc.00g061740.m01.polypeptide.OG0003904	Pc18g00760
N0.HOG0000227	OG0000176	n0	53503-Pc.00g081340.m01.polypeptide.OG0002307	Pc22g07500, Pc12g00240, Pc21g05740, Pc20g06690, Pc22g08750, Pc12g01960
N0.HOG0000228	OG0000177	n0	53503-Pc.00g030280.m01.polypeptide.OG0002547	Pc12g15560, Pc16g13580, Pc12g07690, Pc21g19570, Pc13g14440, Pc22g25130
N0.HOG0000229	OG0000178	n0	53503-Pc.00g034070.m01.polypeptide.OG0002685	Pc16g00720, Pc12g08980, Pc20g13190, Pc12g06350, Pc21g15470, Pc20g09680
N0.HOG0000230	OG0000179	n1	53503-Pc.00g097130.m01.polypeptide.OG0006261	Pc20g03010
N0.HOG0000231	OG0000179	n3	53503-Pc.00g073430.m01.polypeptide.OG0003242	Pc12g14710
N0.HOG0000232	OG0000179	n4	53503-Pc.00g079940.m01.polypeptide.OG0004048, 53503-Pc.00g001880.m01.polypeptide.OG0004815	Pc12g00210
